Pipeline,Completness,SizeInBins,bin
B→P ,8.14,201 - 400,"3.8	(149)"
B→P ,18.52,201 - 400,"3.4	(150)"
B→P ,9.02,201 - 400,"3.4	(150)"
B→P ,63.28,201 - 400,"3.6	(149)"
B→P ,57.35,201 - 400,"3.2	(149)"
B→P ,98.28,201 - 400,"1.0 - 1.9	(67)"
B→P ,25.1,201 - 400,"3.8	(149)"
B→P ,81.49,201 - 400,"2.0 - 3.1	(81)"
B→P ,96.58,601 - 800,"2.0 - 3.1	(81)"
B→P ,84.77,801 - 1000,"3.2	(149)"
B→P ,17.19,601 - 800,"3.8	(149)"
B→P ,87.77,801 - 1000,"2.0 - 3.1	(81)"
B→P ,33.9,201 - 400,"4.0	(149)"
B→P ,10.97,1001 - 1500,"4.0	(149)"
B→P ,48.44,<= 200,"4.0	(149)"
B→P ,86.51,<= 200,"3.6	(149)"
B→P ,63.3,<= 200,"3.2	(149)"
B→P ,99.64,201 - 400,"1.0 - 1.9	(67)"
B→P ,99.26,201 - 400,"1.0 - 1.9	(67)"
B→P ,73.51,201 - 400,"3.2	(149)"
B→P ,99.71,1001 - 1500,"1.0 - 1.9	(67)"
B→P ,92.25,1501+,"2.0 - 3.1	(81)"
B→P ,4.3,1001 - 1500,"3.6	(149)"
B→P ,100,401 - 600,"1.0 - 1.9	(67)"
B→P ,98.12,401 - 600,"1.0 - 1.9	(67)"
B→P ,88.57,601 - 800,"2.0 - 3.1	(81)"
B→P ,95.54,<= 200,"3.2	(149)"
B→P ,4.51,201 - 400,"3.8	(149)"
B→P ,52.68,<= 200,"3.8	(149)"
B→P ,100,601 - 800,"1.0 - 1.9	(67)"
B→P ,70.26,201 - 400,"3.2	(149)"
B→P ,8.56,601 - 800,"4.0	(149)"
B→P ,24.35,401 - 600,"4.0	(149)"
B→P ,96.48,1001 - 1500,"2.0 - 3.1	(81)"
B→P ,80.29,<= 200,"1.0 - 1.9	(67)"
B→P ,81.33,201 - 400,"3.2	(149)"
B→P ,82.29,1501+,"3.4	(150)"
B→P ,94.67,201 - 400,"2.0 - 3.1	(81)"
B→P ,100,201 - 400,"1.0 - 1.9	(67)"
B→P ,50.33,401 - 600,"3.4	(150)"
B→P ,87.01,1001 - 1500,"3.2	(149)"
B→P ,83.98,201 - 400,"3.4	(150)"
B→P ,68.18,201 - 400,"3.6	(149)"
B→P ,15.07,201 - 400,"3.8	(149)"
B→P ,72.87,201 - 400,"3.2	(149)"
B→P ,74.38,201 - 400,"3.4	(150)"
B→P ,62.72,601 - 800,"3.8	(149)"
B→P ,0.33,201 - 400,"3.6	(149)"
B→P ,27.21,401 - 600,"3.4	(150)"
B→P ,89.13,<= 200,"3.2	(149)"
B→P ,91.57,<= 200,"2.0 - 3.1	(81)"
B→P ,73.75,401 - 600,"3.2	(149)"
B→P ,27.98,401 - 600,"3.8	(149)"
B→P ,82.2,201 - 400,"2.0 - 3.1	(81)"
B→P ,6.37,<= 200,"4.0	(149)"
B→P ,72.25,201 - 400,"3.8	(149)"
B→P ,46.88,201 - 400,"3.4	(150)"
B→P ,92.55,601 - 800,"3.4	(150)"
B→P ,96.17,201 - 400,"1.0 - 1.9	(67)"
B→P ,66.07,201 - 400,"3.6	(149)"
B→P ,31.25,1001 - 1500,"3.8	(149)"
B→P ,91.23,<= 200,"1.0 - 1.9	(67)"
B→P ,24.67,201 - 400,"4.0	(149)"
B→P ,5.57,201 - 400,"1.0 - 1.9	(67)"
B→P ,73.28,601 - 800,"3.2	(149)"
B→P ,86.7,801 - 1000,"3.6	(149)"
B→P ,31.21,<= 200,"3.4	(150)"
B→P ,33.03,201 - 400,"3.2	(149)"
B→P ,66.31,201 - 400,"3.4	(150)"
B→P ,72.4,401 - 600,"3.8	(149)"
B→P ,9.8,601 - 800,"3.8	(149)"
B→P ,47.66,<= 200,"3.6	(149)"
B→P ,51.6,<= 200,"3.6	(149)"
B→P ,33.45,201 - 400,"4.0	(149)"
B→P ,76.09,201 - 400,"3.2	(149)"
B→P ,9.22,201 - 400,"4.0	(149)"
B→P ,91.32,201 - 400,"3.4	(150)"
B→P ,24.31,201 - 400,"4.0	(149)"
B→P ,32.8,201 - 400,"4.0	(149)"
B→P ,1.01,1001 - 1500,"4.0	(149)"
B→P ,55.98,401 - 600,"3.6	(149)"
B→P ,93.99,401 - 600,"2.0 - 3.1	(81)"
B→P ,18.18,201 - 400,"3.6	(149)"
B→P ,96.75,601 - 800,"2.0 - 3.1	(81)"
B→P ,50.55,<= 200,"3.8	(149)"
B→P ,94.92,401 - 600,"1.0 - 1.9	(67)"
B→P ,76.39,201 - 400,"2.0 - 3.1	(81)"
B→P ,66.85,601 - 800,"3.6	(149)"
B→P ,91.44,601 - 800,"2.0 - 3.1	(81)"
B→P ,96.43,<= 200,"3.4	(150)"
B→P ,88.39,<= 200,"3.6	(149)"
B→P ,94.39,201 - 400,"2.0 - 3.1	(81)"
B→P ,51.6,601 - 800,"3.2	(149)"
B→P ,2.63,<= 200,"3.6	(149)"
B→P ,99.48,<= 200,"3.2	(149)"
B→P ,81.68,401 - 600,"3.6	(149)"
B→P ,83.2,201 - 400,"2.0 - 3.1	(81)"
B→P ,72.69,401 - 600,"3.6	(149)"
B→P ,96.59,601 - 800,"2.0 - 3.1	(81)"
B→P ,34.69,201 - 400,"3.6	(149)"
B→P ,4.38,201 - 400,"4.0	(149)"
B→P ,73.33,201 - 400,"3.6	(149)"
B→P ,91.92,201 - 400,"3.2	(149)"
B→P ,85.8,<= 200,"3.8	(149)"
B→P ,7.94,<= 200,"3.8	(149)"
B→P ,84.78,<= 200,"3.4	(150)"
B→P ,87.73,401 - 600,"3.4	(150)"
B→P ,77.02,201 - 400,"3.6	(149)"
B→P ,96.1,201 - 400,"1.0 - 1.9	(67)"
B→P ,79.12,<= 200,"3.2	(149)"
B→P ,99.57,601 - 800,"1.0 - 1.9	(67)"
B→P ,98.4,<= 200,"3.6	(149)"
B→P ,58.9,201 - 400,"3.2	(149)"
B→P ,50.78,201 - 400,"4.0	(149)"
B→P ,87.7,201 - 400,"3.4	(150)"
B→P ,85.84,201 - 400,"3.8	(149)"
B→P ,14.03,401 - 600,"4.0	(149)"
B→P ,76.14,601 - 800,"3.4	(150)"
B→P ,47.15,401 - 600,"3.6	(149)"
B→P ,90.53,401 - 600,"1.0 - 1.9	(67)"
B→P ,96.3,<= 200,"1.0 - 1.9	(67)"
B→P ,13.11,<= 200,"4.0	(149)"
B→P ,93.75,<= 200,"3.2	(149)"
B→P ,86.17,801 - 1000,"3.8	(149)"
B→P ,12.3,201 - 400,"3.4	(150)"
B→P ,10.71,201 - 400,"3.2	(149)"
B→P ,7.43,201 - 400,"4.0	(149)"
B→P ,19.25,801 - 1000,"3.8	(149)"
B→P ,26.39,201 - 400,"3.2	(149)"
B→P ,99.1,201 - 400,"3.2	(149)"
B→P ,35.95,601 - 800,"4.0	(149)"
B→P ,31.52,<= 200,"3.8	(149)"
B→P ,2.63,201 - 400,"3.8	(149)"
B→P ,77.13,201 - 400,"3.8	(149)"
B→P ,76.83,<= 200,"3.4	(150)"
B→P ,97.08,201 - 400,"1.0 - 1.9	(67)"
B→P ,84.3,201 - 400,"3.8	(149)"
B→P ,70.92,201 - 400,"3.2	(149)"
B→P ,79.06,401 - 600,"3.6	(149)"
B→P ,89,201 - 400,"3.6	(149)"
B→P ,95.54,<= 200,"3.4	(150)"
B→P ,12.28,<= 200,"3.2	(149)"
B→P ,83.33,201 - 400,"3.4	(150)"
B→P ,99.11,201 - 400,"1.0 - 1.9	(67)"
B→P ,73.39,201 - 400,"3.4	(150)"
B→P ,61.9,601 - 800,"3.2	(149)"
B→P ,70.31,201 - 400,"3.2	(149)"
B→P ,24.59,201 - 400,"3.4	(150)"
B→P ,91.13,201 - 400,"2.0 - 3.1	(81)"
B→P ,84.79,201 - 400,"3.2	(149)"
B→P ,56.08,201 - 400,"3.4	(150)"
B→P ,76.2,601 - 800,"3.4	(150)"
B→P ,60.99,201 - 400,"3.6	(149)"
B→P ,86.89,201 - 400,"3.2	(149)"
B→P ,1.56,201 - 400,"4.0	(149)"
B→P ,96,1001 - 1500,"2.0 - 3.1	(81)"
B→P ,85.33,<= 200,"3.2	(149)"
B→P ,28.07,201 - 400,"3.2	(149)"
B→P ,82,<= 200,"3.2	(149)"
B→P ,95.11,801 - 1000,"3.2	(149)"
B→P ,85.32,401 - 600,"3.6	(149)"
B→P ,73.74,201 - 400,"3.8	(149)"
B→P ,7.89,<= 200,"3.4	(150)"
B→P ,90.67,201 - 400,"3.4	(150)"
B→P ,89.82,401 - 600,"2.0 - 3.1	(81)"
B→P ,7.03,201 - 400,"3.4	(150)"
B→P ,1.95,201 - 400,"3.6	(149)"
B→P ,16.24,201 - 400,"3.8	(149)"
B→P ,63.29,201 - 400,"3.6	(149)"
B→P ,100,201 - 400,"1.0 - 1.9	(67)"
B→P ,80.83,<= 200,"3.4	(150)"
B→P ,85.71,<= 200,"2.0 - 3.1	(81)"
B→P ,87.63,201 - 400,"3.4	(150)"
B→P ,78.86,1001 - 1500,"3.4	(150)"
B→P ,74.92,201 - 400,"3.2	(149)"
B→P ,32.67,<= 200,"3.8	(149)"
B→P ,6.94,<= 200,"4.0	(149)"
B→P ,39.34,1501+,"3.8	(149)"
B→P ,92.07,401 - 600,"3.2	(149)"
B→P ,74.69,201 - 400,"2.0 - 3.1	(81)"
B→P ,0.88,<= 200,"3.8	(149)"
B→P ,19.15,<= 200,"3.4	(150)"
B→P ,61.88,201 - 400,"3.2	(149)"
B→P ,17.59,601 - 800,"3.6	(149)"
B→P ,55.78,<= 200,"3.8	(149)"
B→P ,84.01,401 - 600,"3.6	(149)"
B→P ,5.56,201 - 400,"4.0	(149)"
B→P ,90.45,<= 200,"3.6	(149)"
B→P ,71.83,1001 - 1500,"3.2	(149)"
B→P ,95.68,401 - 600,"2.0 - 3.1	(81)"
B→P ,21.99,201 - 400,"3.8	(149)"
B→P ,91,201 - 400,"1.0 - 1.9	(67)"
B→P ,87.1,401 - 600,"2.0 - 3.1	(81)"
B→P ,97.93,1501+,"1.0 - 1.9	(67)"
B→P ,73.49,401 - 600,"3.4	(150)"
B→P ,29.27,601 - 800,"3.2	(149)"
B→P ,0.41,201 - 400,"4.0	(149)"
B→P ,80.85,201 - 400,"3.2	(149)"
B→P ,71.02,201 - 400,"3.6	(149)"
B→P ,7.55,201 - 400,"3.8	(149)"
B→P ,99.31,<= 200,"3.2	(149)"
B→P ,94.06,201 - 400,"2.0 - 3.1	(81)"
B→P ,84.14,201 - 400,"3.4	(150)"
B→P ,61.98,<= 200,"3.4	(150)"
B→P ,100,201 - 400,"2.0 - 3.1	(81)"
B→P ,36.86,401 - 600,"3.6	(149)"
B→P ,83.04,<= 200,"3.2	(149)"
B→P ,82.25,601 - 800,"3.2	(149)"
B→P ,89.17,<= 200,"3.8	(149)"
B→P ,34.65,401 - 600,"3.4	(150)"
B→P ,38.52,201 - 400,"3.8	(149)"
B→P ,7.79,201 - 400,"3.6	(149)"
B→P ,22.56,201 - 400,"4.0	(149)"
B→P ,85.27,201 - 400,"3.2	(149)"
B→P ,88.81,401 - 600,"3.2	(149)"
B→P ,86.39,401 - 600,"3.4	(150)"
B→P ,46.83,<= 200,"3.2	(149)"
B→P ,59.24,<= 200,"4.0	(149)"
B→P ,45.74,201 - 400,"3.8	(149)"
B→P ,18.4,201 - 400,"3.6	(149)"
B→P ,92.82,201 - 400,"3.4	(150)"
B→P ,100,201 - 400,"1.0 - 1.9	(67)"
B→P ,81.93,<= 200,"3.2	(149)"
B→P ,22.6,801 - 1000,"3.8	(149)"
B→P ,30.77,<= 200,"4.0	(149)"
B→P ,11.11,201 - 400,"3.4	(150)"
B→P ,24.5,401 - 600,"3.8	(149)"
B→P ,86.59,<= 200,"3.2	(149)"
B→P ,50.72,201 - 400,"3.8	(149)"
B→P ,39.55,201 - 400,"4.0	(149)"
B→P ,83.17,601 - 800,"3.4	(150)"
B→P ,20.36,601 - 800,"4.0	(149)"
B→P ,74.92,201 - 400,"3.2	(149)"
B→P ,70.44,201 - 400,"2.0 - 3.1	(81)"
B→P ,8.64,201 - 400,"3.8	(149)"
B→P ,100,<= 200,"1.0 - 1.9	(67)"
B→P ,57.32,1001 - 1500,"3.6	(149)"
B→P ,91.21,<= 200,"3.4	(150)"
B→P ,27.17,<= 200,"3.8	(149)"
B→P ,30.6,<= 200,"4.0	(149)"
B→P ,86.6,1501+,"3.2	(149)"
B→P ,81.52,401 - 600,"3.2	(149)"
B→P ,15.66,<= 200,"3.8	(149)"
B→P ,98.44,<= 200,"1.0 - 1.9	(67)"
B→P ,72.52,401 - 600,"3.2	(149)"
B→P ,57.39,201 - 400,"3.6	(149)"
B→P ,16.45,201 - 400,"3.2	(149)"
B→P ,68.15,201 - 400,"3.4	(150)"
B→P ,88.91,401 - 600,"3.4	(150)"
B→P ,20.18,801 - 1000,"3.8	(149)"
B→P ,38.08,1001 - 1500,"3.8	(149)"
B→P ,98.65,201 - 400,"1.0 - 1.9	(67)"
B→P ,60.05,201 - 400,"3.2	(149)"
B→P ,25.79,201 - 400,"3.6	(149)"
B→P ,14.58,<= 200,"4.0	(149)"
B→P ,9.11,401 - 600,"4.0	(149)"
B→P ,0.92,<= 200,"4.0	(149)"
B→P ,83.43,1001 - 1500,"3.6	(149)"
B→P ,95.86,<= 200,"3.6	(149)"
B→P ,42.55,<= 200,"3.8	(149)"
B→P ,56.93,401 - 600,"3.8	(149)"
B→P ,50,<= 200,"4.0	(149)"
B→P ,3.45,401 - 600,"3.8	(149)"
B→P ,43.06,201 - 400,"4.0	(149)"
B→P ,7.94,<= 200,"4.0	(149)"
B→P ,9.9,201 - 400,"3.8	(149)"
B→P ,91.81,801 - 1000,"3.4	(150)"
B→P ,71.89,401 - 600,"3.8	(149)"
B→P ,85.31,<= 200,"1.0 - 1.9	(67)"
B→P ,2.65,201 - 400,"4.0	(149)"
B→P ,95.89,201 - 400,"1.0 - 1.9	(67)"
B→P ,35.25,<= 200,"4.0	(149)"
B→P ,1.51,201 - 400,"4.0	(149)"
B→P ,89.53,401 - 600,"2.0 - 3.1	(81)"
B→P ,49.62,401 - 600,"3.6	(149)"
B→P ,44.93,1501+,"3.6	(149)"
B→P ,30.54,1501+,"4.0	(149)"
B→P ,8.74,1501+,"4.0	(149)"
B→P ,28.3,1501+,"3.4	(150)"
B→P ,13.98,1501+,"3.8	(149)"
B→P ,16.17,1501+,"3.6	(149)"
B→P ,95.03,1501+,"2.0 - 3.1	(81)"
B→P ,8.55,1001 - 1500,"4.0	(149)"
B→P ,7.62,1501+,"4.0	(149)"
B→P ,29.03,1501+,"3.2	(149)"
B→P ,15.43,1501+,"3.8	(149)"
B→P ,39.02,1501+,"3.2	(149)"
B→P ,21.55,1501+,"3.6	(149)"
B→P ,32.91,1501+,"3.4	(150)"
B→P ,90.48,<= 200,"3.2	(149)"
B→P ,18.47,601 - 800,"3.4	(150)"
P*,38.34,<= 200,"3.6	(149)"
P*,5.3,201 - 400,"3.8	(149)"
P*,36.61,<= 200,"3.4	(150)"
P*,31.39,<= 200,"3.4	(150)"
P*,4.64,201 - 400,"4.0	(149)"
P*,94.65,201 - 400,"1.0 - 1.9	(67)"
P*,16.04,201 - 400,"4.0	(149)"
P*,9.85,201 - 400,"3.8	(149)"
P*,29.48,<= 200,"3.2	(149)"
P*,28.73,401 - 600,"3.4	(150)"
P*,18.92,<= 200,"3.4	(150)"
P*,11.64,201 - 400,"3.8	(149)"
P*,18.25,<= 200,"3.4	(150)"
P*,50.14,201 - 400,"3.4	(150)"
P*,95.88,401 - 600,"2.0 - 3.1	(81)"
P*,21.72,201 - 400,"3.4	(150)"
P*,15.2,401 - 600,"3.8	(149)"
P*,8.47,201 - 400,"3.6	(149)"
P*,25.42,201 - 400,"3.4	(150)"
P*,11.09,601 - 800,"4.0	(149)"
P*,0.37,401 - 600,"3.6	(149)"
P*,13.44,201 - 400,"3.8	(149)"
P*,96.36,401 - 600,"1.0 - 1.9	(67)"
P*,34.09,601 - 800,"3.4	(150)"
P*,13.36,201 - 400,"4.0	(149)"
P*,96.37,<= 200,"1.0 - 1.9	(67)"
P*,28.37,201 - 400,"3.6	(149)"
P*,37.02,1001 - 1500,"3.2	(149)"
P*,29.89,801 - 1000,"3.6	(149)"
P*,17.28,<= 200,"4.0	(149)"
P*,42.55,<= 200,"3.4	(150)"
P*,86.93,201 - 400,"2.0 - 3.1	(81)"
P*,19.02,201 - 400,"3.4	(150)"
P*,28.25,<= 200,"3.2	(149)"
P*,18.16,401 - 600,"3.6	(149)"
P*,94.22,<= 200,"1.0 - 1.9	(67)"
P*,55.41,201 - 400,"3.8	(149)"
P*,12.3,601 - 800,"3.8	(149)"
P*,7.14,<= 200,"3.6	(149)"
P*,97.67,401 - 600,"1.0 - 1.9	(67)"
P*,95.95,1001 - 1500,"2.0 - 3.1	(81)"
P*,30.29,201 - 400,"3.4	(150)"
P*,98.34,201 - 400,"1.0 - 1.9	(67)"
P*,32.51,201 - 400,"3.4	(150)"
P*,95.79,401 - 600,"2.0 - 3.1	(81)"
P*,9.09,201 - 400,"3.4	(150)"
P*,18.18,201 - 400,"3.6	(149)"
P*,64.86,201 - 400,"3.6	(149)"
P*,16.73,401 - 600,"3.2	(149)"
P*,18.18,401 - 600,"3.4	(150)"
P*,11.22,1001 - 1500,"3.2	(149)"
P*,14.65,<= 200,"3.8	(149)"
P*,10.47,201 - 400,"4.0	(149)"
P*,13.18,401 - 600,"3.6	(149)"
P*,18.3,1001 - 1500,"3.6	(149)"
P*,0,201 - 400,"4.0	(149)"
P*,26.22,<= 200,"3.8	(149)"
P*,30.66,<= 200,"3.2	(149)"
P*,40.85,<= 200,"3.6	(149)"
P*,29.35,<= 200,"3.4	(150)"
P*,13.36,201 - 400,"3.8	(149)"
P*,19.23,401 - 600,"3.4	(150)"
P*,8.55,601 - 800,"4.0	(149)"
P*,87.85,401 - 600,"1.0 - 1.9	(67)"
P*,23.44,<= 200,"3.6	(149)"
P*,76.92,201 - 400,"2.0 - 3.1	(81)"
P*,8.51,1501+,"4.0	(149)"
P*,90.43,1501+,"2.0 - 3.1	(81)"
P*,12.69,401 - 600,"4.0	(149)"
P*,69.5,<= 200,"3.2	(149)"
P*,10.22,201 - 400,"3.8	(149)"
P*,1.8,<= 200,"3.6	(149)"
P*,8.87,1001 - 1500,"3.6	(149)"
P*,14.69,201 - 400,"3.8	(149)"
P*,89.01,<= 200,"1.0 - 1.9	(67)"
P*,20.23,601 - 800,"3.4	(150)"
P*,20.18,<= 200,"3.2	(149)"
P*,46,401 - 600,"3.2	(149)"
P*,88.59,601 - 800,"2.0 - 3.1	(81)"
P*,29.38,201 - 400,"3.4	(150)"
P*,23.64,201 - 400,"3.8	(149)"
P*,54.79,201 - 400,"3.6	(149)"
P*,8.1,201 - 400,"3.2	(149)"
P*,7.79,201 - 400,"3.2	(149)"
P*,6.88,201 - 400,"4.0	(149)"
P*,50.88,201 - 400,"3.2	(149)"
P*,19.73,1001 - 1500,"3.6	(149)"
P*,20.11,<= 200,"3.6	(149)"
P*,26.09,601 - 800,"3.6	(149)"
P*,29.62,601 - 800,"3.4	(150)"
P*,30.3,201 - 400,"3.2	(149)"
P*,17.54,401 - 600,"4.0	(149)"
P*,92.06,<= 200,"2.0 - 3.1	(81)"
P*,19.83,201 - 400,"4.0	(149)"
P*,30.94,601 - 800,"3.6	(149)"
P*,35.41,201 - 400,"3.4	(150)"
P*,94.59,<= 200,"1.0 - 1.9	(67)"
P*,97.8,201 - 400,"1.0 - 1.9	(67)"
P*,21.2,801 - 1000,"3.4	(150)"
P*,97.58,201 - 400,"1.0 - 1.9	(67)"
P*,15.61,201 - 400,"3.8	(149)"
P*,1.75,<= 200,"4.0	(149)"
P*,14.68,<= 200,"3.6	(149)"
P*,28.23,201 - 400,"3.2	(149)"
P*,49.37,201 - 400,"3.2	(149)"
P*,9.57,<= 200,"4.0	(149)"
P*,4.68,201 - 400,"4.0	(149)"
P*,30.98,401 - 600,"3.2	(149)"
P*,27.94,201 - 400,"3.6	(149)"
P*,27.38,401 - 600,"3.2	(149)"
P*,97.9,201 - 400,"2.0 - 3.1	(81)"
P*,28.37,201 - 400,"4.0	(149)"
P*,40.13,401 - 600,"3.4	(150)"
P*,3.95,201 - 400,"4.0	(149)"
P*,19.08,401 - 600,"3.8	(149)"
P*,18.18,401 - 600,"4.0	(149)"
P*,15.22,201 - 400,"4.0	(149)"
P*,94.06,201 - 400,"1.0 - 1.9	(67)"
P*,26.21,201 - 400,"3.4	(150)"
P*,19.7,<= 200,"4.0	(149)"
P*,7.61,<= 200,"4.0	(149)"
P*,98.45,201 - 400,"2.0 - 3.1	(81)"
P*,21.01,801 - 1000,"3.6	(149)"
P*,12.64,401 - 600,"3.6	(149)"
P*,90.83,<= 200,"1.0 - 1.9	(67)"
P*,23.13,201 - 400,"3.4	(150)"
P*,98.35,601 - 800,"1.0 - 1.9	(67)"
P*,8.5,1001 - 1500,"4.0	(149)"
P*,18.03,201 - 400,"3.6	(149)"
P*,15.73,1501+,"3.8	(149)"
P*,5.41,401 - 600,"4.0	(149)"
P*,28,<= 200,"3.6	(149)"
P*,57.05,<= 200,"3.2	(149)"
P*,33.38,601 - 800,"3.2	(149)"
P*,11.17,201 - 400,"3.8	(149)"
P*,19.9,1501+,"3.8	(149)"
P*,39.92,201 - 400,"3.4	(150)"
P*,77.85,201 - 400,"2.0 - 3.1	(81)"
P*,9.02,201 - 400,"3.8	(149)"
P*,9.89,401 - 600,"4.0	(149)"
P*,52.42,201 - 400,"3.6	(149)"
P*,13.88,1001 - 1500,"3.4	(150)"
P*,88.05,201 - 400,"2.0 - 3.1	(81)"
P*,7.63,801 - 1000,"4.0	(149)"
P*,24.62,201 - 400,"3.2	(149)"
P*,49.18,<= 200,"3.2	(149)"
P*,92.57,401 - 600,"2.0 - 3.1	(81)"
P*,22.41,401 - 600,"3.2	(149)"
P*,5.3,401 - 600,"4.0	(149)"
P*,18.25,<= 200,"4.0	(149)"
P*,6.98,601 - 800,"4.0	(149)"
P*,16.96,<= 200,"4.0	(149)"
P*,11.93,<= 200,"3.8	(149)"
P*,38.58,201 - 400,"3.2	(149)"
P*,8.94,201 - 400,"3.4	(150)"
P*,35.06,201 - 400,"3.2	(149)"
P*,4.93,201 - 400,"4.0	(149)"
P*,94.9,<= 200,"2.0 - 3.1	(81)"
P*,12.16,801 - 1000,"4.0	(149)"
P*,91.87,201 - 400,"1.0 - 1.9	(67)"
P*,35.65,<= 200,"4.0	(149)"
P*,4.83,201 - 400,"4.0	(149)"
P*,28.83,401 - 600,"3.6	(149)"
P*,97.53,401 - 600,"2.0 - 3.1	(81)"
P*,31.65,201 - 400,"3.6	(149)"
P*,32.81,<= 200,"3.4	(150)"
P*,12.4,1001 - 1500,"3.8	(149)"
P*,19.84,801 - 1000,"3.6	(149)"
P*,4.51,401 - 600,"4.0	(149)"
P*,11.74,201 - 400,"3.4	(150)"
P*,27.56,401 - 600,"3.2	(149)"
P*,35.52,<= 200,"3.6	(149)"
P*,46.11,<= 200,"3.8	(149)"
P*,91.49,201 - 400,"1.0 - 1.9	(67)"
P*,37.63,201 - 400,"3.8	(149)"
P*,33.33,<= 200,"3.4	(150)"
P*,48.55,401 - 600,"3.2	(149)"
P*,31.55,201 - 400,"3.8	(149)"
P*,44.68,201 - 400,"3.4	(150)"
P*,46.87,201 - 400,"3.4	(150)"
P*,84.96,201 - 400,"2.0 - 3.1	(81)"
P*,0,201 - 400,"3.2	(149)"
P*,9.7,401 - 600,"4.0	(149)"
P*,2.7,1001 - 1500,"3.8	(149)"
P*,18.43,601 - 800,"4.0	(149)"
P*,95.85,401 - 600,"1.0 - 1.9	(67)"
P*,20.33,601 - 800,"3.6	(149)"
P*,40.47,1501+,"3.4	(150)"
P*,20.14,201 - 400,"3.2	(149)"
P*,54.91,201 - 400,"3.6	(149)"
P*,44.42,401 - 600,"3.2	(149)"
P*,31.02,201 - 400,"3.8	(149)"
P*,18.1,201 - 400,"3.6	(149)"
P*,38.91,201 - 400,"3.8	(149)"
P*,25.67,601 - 800,"3.6	(149)"
P*,10.86,201 - 400,"4.0	(149)"
P*,23.57,<= 200,"3.6	(149)"
P*,27.37,601 - 800,"3.4	(150)"
P*,7.28,201 - 400,"3.6	(149)"
P*,61.99,201 - 400,"3.2	(149)"
P*,11.01,<= 200,"3.4	(150)"
P*,10.82,1001 - 1500,"3.8	(149)"
P*,2.46,201 - 400,"3.6	(149)"
P*,29.3,<= 200,"3.2	(149)"
P*,23.4,<= 200,"3.6	(149)"
P*,6.68,1001 - 1500,"4.0	(149)"
P*,7.89,401 - 600,"3.6	(149)"
P*,6.06,201 - 400,"3.8	(149)"
P*,16.49,201 - 400,"3.6	(149)"
P*,48.21,201 - 400,"3.2	(149)"
P*,34.71,601 - 800,"3.8	(149)"
P*,98.21,<= 200,"2.0 - 3.1	(81)"
P*,17.75,201 - 400,"4.0	(149)"
P*,32.82,601 - 800,"3.6	(149)"
P*,69.05,<= 200,"3.2	(149)"
P*,34.31,201 - 400,"3.2	(149)"
P*,20.38,201 - 400,"3.6	(149)"
P*,6.07,201 - 400,"4.0	(149)"
P*,35.47,601 - 800,"3.4	(150)"
P*,21.67,<= 200,"3.8	(149)"
P*,97.27,<= 200,"2.0 - 3.1	(81)"
P*,30.94,<= 200,"3.2	(149)"
P*,29.51,<= 200,"3.8	(149)"
P*,54.88,601 - 800,"3.2	(149)"
P*,13.84,1501+,"4.0	(149)"
P*,91.3,<= 200,"2.0 - 3.1	(81)"
P*,2.05,201 - 400,"3.8	(149)"
P*,92.13,201 - 400,"2.0 - 3.1	(81)"
P*,10.14,401 - 600,"3.8	(149)"
P*,41.3,801 - 1000,"3.4	(150)"
P*,43.27,1501+,"3.2	(149)"
P*,25.81,201 - 400,"3.8	(149)"
P*,3.6,<= 200,"3.8	(149)"
P*,17.77,801 - 1000,"3.8	(149)"
P*,36.62,201 - 400,"3.2	(149)"
P*,31.45,201 - 400,"3.4	(150)"
P*,97.24,801 - 1000,"2.0 - 3.1	(81)"
P*,12.87,201 - 400,"3.6	(149)"
P*,4.89,<= 200,"4.0	(149)"
P*,47.52,201 - 400,"3.2	(149)"
P*,56.17,201 - 400,"3.8	(149)"
P*,9.52,<= 200,"3.6	(149)"
P*,20.14,<= 200,"3.6	(149)"
P*,7.94,401 - 600,"3.8	(149)"
P*,3.9,201 - 400,"4.0	(149)"
P*,21.4,401 - 600,"3.6	(149)"
P*,17.57,201 - 400,"3.8	(149)"
P*,16.96,<= 200,"4.0	(149)"
P*,22.6,201 - 400,"3.6	(149)"
P*,11.98,401 - 600,"4.0	(149)"
P*,96.04,1001 - 1500,"2.0 - 3.1	(81)"
P*,35.11,601 - 800,"3.4	(150)"
P*,32.8,<= 200,"4.0	(149)"
P*,99.45,<= 200,"1.0 - 1.9	(67)"
P*,11.07,1501+,"4.0	(149)"
P*,34.72,201 - 400,"3.2	(149)"
P*,42.53,201 - 400,"3.4	(150)"
P*,22.17,201 - 400,"3.6	(149)"
P*,21.77,401 - 600,"3.8	(149)"
P*,97.76,401 - 600,"1.0 - 1.9	(67)"
P*,53.91,<= 200,"3.4	(150)"
P*,19.16,201 - 400,"3.8	(149)"
P*,33.73,<= 200,"3.6	(149)"
P*,18.58,<= 200,"3.6	(149)"
P*,14.61,201 - 400,"3.6	(149)"
P*,22.02,201 - 400,"4.0	(149)"
P*,96.51,201 - 400,"1.0 - 1.9	(67)"
P*,29.66,<= 200,"3.8	(149)"
P*,24.53,801 - 1000,"3.4	(150)"
P*,0,201 - 400,"3.8	(149)"
P*,11.33,201 - 400,"3.2	(149)"
P*,9.52,1001 - 1500,"3.8	(149)"
