Difference,Pipeline,Evaluation_measure,predictive_model,dataset
-57.985,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-6.97,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-60.135,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-20.44,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
9.315,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.33,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
20.455,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
20.71,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-0.015,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.84,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
30.585,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
31.39,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
17.905,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-3,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
3.485,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
10.47,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-8.965,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-6.9,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-56.855,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-12,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-25.185,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-21.98,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
29.065,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
17.13,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
3.925,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-2.29,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
27.085,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
17.03,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
30.045,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
11.69,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
36.575,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.27,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-55.945,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-22.67,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-11.305,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.48,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-36.155,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
8.22,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-5.375,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-5.32,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-62.125,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-29.1,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
8.795,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
36.63,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
29.175,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
25.57,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-45.325,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-13.48,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-2.935,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
23.79,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-53.335,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-12.89,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-12.245,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.92,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
17.985,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
22.62,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-4.855,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-7.2,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-2.785,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-24.57,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
36.505,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
3.61,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-7.405,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
3.99,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-14.645,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-7.01,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
20.215,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
20.82,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
23.905,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
38.41,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-44.635,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-28.13,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
5.925,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-9.61,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-39.435,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-37.83,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
20.735,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
27.51,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-2.105,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
1.51,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-48.455,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-26.75,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
35.095,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
0.37,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
37.485,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.99,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-10.625,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-11.11,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
34.085,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.12,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
7.345,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-12.51,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
31.545,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-0.38,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-48.755,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-0.21,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
34.085,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.17,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
22.195,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.62,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
30.145,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-1.27,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-4.415,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
19.18,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
35.755,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
38.3,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
26.875,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
7,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
30.785,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.88,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-9.075,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-10.91,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
20.005,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
22.35,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
7.125,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
36.66,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
22.545,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
43.73,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
33.845,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.82,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
3.245,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-6.04,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
35.265,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
27.28,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-6.485,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
0.99,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-12.115,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-2.46,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
24.655,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
20.55,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-1.345,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-1.69,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
28.325,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.28,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-59.625,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-27.97,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-56.225,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-23.91,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
32.275,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
54.37,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-26.855,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
8.81,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-14.665,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-10.27,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
23.525,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
27.38,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-58.835,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-29.78,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-8.225,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-7.95,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
6.865,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
19.73,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-14.405,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.9,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-9,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-3,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
3,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
16,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
11,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-12,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-3,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
3,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
14,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
5,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-10,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-8,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-8,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-11,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-5,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-11,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-7,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
7,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
10,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
5,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-11,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-12,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-4,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
4,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
7,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-9,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-9,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
4,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-8,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-13,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-4,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
6,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-3,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-9,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-4,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
3,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
10,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-5,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-6,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
8,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
7,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
3,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
5,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
5,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-14,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-5,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-5,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
4,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
13,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
7,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-10,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
7,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
3,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
7,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-6,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-6,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-6,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
12,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-7,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-7,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
3,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
4,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
11,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
5,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
10,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-7,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
6,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-9,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-13,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-14,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-9,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-9,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-6,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-12,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-12,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-6,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
4,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-6,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-4,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-4,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
0,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-2,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-5,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
1,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
-9,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-8,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
8,Phenix AutoBuild→Buccaneer,R-free,JCSG median,JCSG data sets
-1,Phenix AutoBuild→Buccaneer,R-free,JCSG,JCSG data sets
